"id","PatentClaim","patent_id","text","claim","dependency","sequence","level","gold","expected_claimType"
"7360","4856570-0001","4856570","connecting tabs located on each of said corners;","1","1","3","2","2",0
"7361","4856570-0001","4856570","at least one fastener mounted on each lateral edge at a point between one of said upper corners and one of said lower corners;","1","1","4","2","2",0
"7362","4856570-0001","4856570","said connecting tabs being selectively connectable to said fasteners, in direct abutting relationship therewith so as to cause repositioning of said corners with resultant pliable distortions of the main storage area of the handbag thereby rendering the handbag alternately covertible between at least four configurations, said four configurations comprising:","1","1","5","2","2",0
"7363","4856570-0001","4856570","(a) a first configuration wherein no corner connecting tabs are fastened to fasteners on said lateral edges:","1","1","6","2","2",0
"7364","4856570-0001","4856570","(b) a second configuration wherein two upper corner connecting tabs are fastened to fasteners on said lateral edges;","1","1","7","2","2",0
"7365","4856570-0001","4856570","(c) a third configuration wherein two lower corner connecting tabs are fastened to fasteners on said lateral edges; and","1","1","8","2","2",0
"7366","4856570-0001","4856570","(d) a fourth configuration wherein two upper corner connecting tabs and two lower corner connecting tabs are fastened to fasteners on said lateral edges.","1","1","9","2","2",0
"7561","4877671-0027","4877671","27. a closed cell phenolic foam composite forming an insulating panel, said composite comprising first and second oppositely disposed skins of corrugated kraft paper having inwardly facing corrugations and a core of closed cell phenolic foam therebetween, and first and second layers of particulate material at each interface between said corrugations and said foam, said foam extending between the particles of said material and bonding to said particles and to the corrugations of each said kraft paper skin.","27","0","27","1","2",2
"8131","4942973-0004","4942973","4. a container for clothes conditioner(s) and the like, having at least two substantially rigid components which are held together by frictional engagement at room temperature, one of said components having a greater coefficient of linear expansion than the other of said components, whereby one component contracts so much more than the other in cold rinse water that the components detach from each other when the container is in cold rinse water of a washing machine, whereby the conditioner(s) are released into the rinse water.","4","0","4","1","2",2
"8268","4955750-0011","4955750","11. a rope fastener comprising:","11","0","15","1","2",2
"8269","4955750-0011","4955750","a body portion of a resilient thermoplastic resin;","11","15","16","2","2",2
"8270","4955750-0011","4955750","said body portion having at least one longitudinal passage of a size to receive a rope therein extending through said body portion;","11","15","17","2","2",2
